#          Step          Temp (K)   KinE (kCal/mol)   PotE (kCal/mol)   WalE (kCal/mol)   TotE (kCal/mol)
       15050.00          381.4185           67.0791           -3.5303            0.0000           63.5488
       15100.00          335.8280           59.0613           -3.5247            0.0000           55.5365
       15150.00          360.1571           63.3400           -1.3322            0.0000           62.0078
       15200.00          375.1185           65.9712           -4.0262            0.0000           61.9450
       15250.00          364.2709           64.0634           -3.6734            0.0000           60.3901
       15300.00          383.5289           67.4503           -3.9002            0.0000           63.5501
       15350.00          426.8315           75.0658           -3.8721            0.0000           71.1938
       15400.00          438.8331           77.1765           -3.4448            0.0000           73.7317
       15450.00          413.1058           72.6519           -3.7498            0.0000           68.9021
       15500.00          381.5200           67.0970           -2.7569            0.0000           64.3401
       15550.00          485.8166           85.4394           -3.2511            0.0000           82.1883
       15600.00          413.6226           72.7428           -3.1193            0.0000           69.6235
       15650.00          533.7912           93.8766           -0.9967            0.0000           92.8798
       15700.00          411.2784           72.3305           -3.3596            0.0000           68.9710
       15750.00          448.8387           78.9362           -2.9376            0.0000           75.9986
       15800.00          432.0537           75.9842           -2.3601            0.0000           73.6241
       15850.00          411.8972           72.4394           -3.3841            0.0000           69.0552
       15900.00          421.3093           74.0946           -2.2501            0.0000           71.8445
       15950.00          363.9316           64.0038           -2.7617            0.0000           61.2421
       16000.00          432.9878           76.1485           -2.2434            0.0000           73.9051
       16050.00          431.9190           75.9605           -2.5949            0.0000           73.3657
       16100.00          376.8364           66.2733           -1.6202            0.0000           64.6531
       16150.00          467.0252           82.1346           -2.7895            0.0000           79.3451
       16200.00          418.7289           73.6408           -2.3867            0.0000           71.2542
       16250.00          452.4747           79.5756           -3.6841            0.0000           75.8915
       16300.00          420.5837           73.9670           -2.5736            0.0000           71.3934
       16350.00          432.2857           76.0250           -2.7801            0.0000           73.2449
       16400.00          377.9211           66.4641           -1.5760            0.0000           64.8881
       16450.00          363.5055           63.9288           -0.9010            0.0000           63.0279
       16500.00          385.6359           67.8208           -3.2006            0.0000           64.6203
       16550.00          481.9228           84.7546           -2.4661            0.0000           82.2884
       16600.00          380.0040           66.8304           -2.1249            0.0000           64.7055
       16650.00          373.8234           65.7434           -2.7324            0.0000           63.0110
       16700.00          378.4749           66.5615           -0.6149            0.0000           65.9466
       16750.00          427.3638           75.1594           -2.8780            0.0000           72.2814
       16800.00          432.5827           76.0773           -2.6072            0.0000           73.4701
       16850.00          362.2744           63.7123           -3.8158            0.0000           59.8965
       16900.00          336.8139           59.2346           -1.9906            0.0000           57.2440
       16950.00          455.9693           80.1902           -2.8220            0.0000           77.3682
       17000.00          421.8736           74.1939           -1.0498            0.0000           73.1440
       17050.00          423.4549           74.4720           -3.2595            0.0000           71.2125
       17100.00          354.1926           62.2910           -3.7129            0.0000           58.5781
       17150.00          422.1669           74.2455           -1.1422            0.0000           73.1032
       17200.00          485.3595           85.3590           -2.8701            0.0000           82.4889
       17250.00          443.3257           77.9666           -0.8640            0.0000           77.1026
       17300.00          501.2979           88.1620           -2.2571            0.0000           85.9049
       17350.00          405.0977           71.2435           -3.1694            0.0000           68.0741
       17400.00          394.7769           69.4285           -2.7711            0.0000           66.6574
       17450.00          479.4197           84.3144           -2.8495            0.0000           81.4649
       17500.00          370.7957           65.2109           -3.0841            0.0000           62.1268
       17550.00          436.4860           76.7637           -3.1175            0.0000           73.6462
       17600.00          441.8323           77.7040           -3.6253            0.0000           74.0786
       17650.00          456.3079           80.2498           -3.2763            0.0000           76.9735
       17700.00          429.8653           75.5994           -2.4518            0.0000           73.1475
       17750.00          423.9368           74.5567           -3.0583            0.0000           71.4984
       17800.00          449.7344           79.0937           -3.5476            0.0000           75.5461
       17850.00          456.6142           80.3036           -1.0039            0.0000           79.2997
       17900.00          363.2660           63.8867           -2.7397            0.0000           61.1470
       17950.00          365.4428           64.2695           -2.0427            0.0000           62.2268
       18000.00          407.7748           71.7144           -3.4412            0.0000           68.2732
       18050.00          454.6627           79.9604           -3.4319            0.0000           76.5286
       18100.00          481.9948           84.7672           -2.2680            0.0000           82.4993
       18150.00          435.8796           76.6571           -2.8566            0.0000           73.8005
       18200.00          368.8977           64.8771           -3.0477            0.0000           61.8294
       18250.00          300.8321           52.9066           -0.3977            0.0000           52.5089
       18300.00          414.2040           72.8450           -0.8729            0.0000           71.9722
       18350.00          446.9999           78.6128           -0.9071            0.0000           77.7057
       18400.00          354.1770           62.2882           -1.6955            0.0000           60.5927
       18450.00          353.8855           62.2370           -1.5580            0.0000           60.6790
       18500.00          366.7065           64.4918           -3.7529            0.0000           60.7389
       18550.00          492.5723           86.6275           -4.3042            0.0000           82.3233
       18600.00          451.4126           79.3888           -1.8905            0.0000           77.4983
       18650.00          461.9456           81.2412           -3.1805            0.0000           78.0608
       18700.00          463.6334           81.5381           -2.8241            0.0000           78.7140
       18750.00          393.7115           69.2411           -1.9288            0.0000           67.3123
       18800.00          479.0041           84.2413           -2.8690            0.0000           81.3723
       18850.00          513.1777           90.2513           -2.6901            0.0000           87.5613
       18900.00          338.0795           59.4572           -3.4497            0.0000           56.0075
       18950.00          428.3324           75.3298           -2.4886            0.0000           72.8412
       19000.00          482.2341           84.8093           -0.6518            0.0000           84.1575
       19050.00          464.9509           81.7698           -2.1489            0.0000           79.6209
       19100.00          459.4199           80.7971           -4.2909            0.0000           76.5062
       19150.00          399.1678           70.2007           -7.3402            0.0000           62.8605
       19200.00          493.5438           86.7984           -5.6244            0.0000           81.1740
       19250.00          430.6064           75.7297           -9.2119            0.0000           66.5178
       19300.00          452.7700           79.6275           -3.6162            0.0000           76.0113
       19350.00          371.0191           65.2502           -2.2001            0.0000           63.0501
       19400.00          447.5833           78.7154           -3.1024            0.0000           75.6130
       19450.00          409.7118           72.0550           -3.1780            0.0000           68.8770
       19500.00          458.0101           80.5491           -1.6429            0.0000           78.9062
       19550.00          500.9688           88.1042           -2.7740            0.0000           85.3302
       19600.00          347.6152           61.1342           -3.0028            0.0000           58.1314
       19650.00          400.2627           70.3932           -3.0109            0.0000           67.3824
       19700.00          480.3965           84.4862           -2.7912            0.0000           81.6949
       19750.00          523.7268           92.1066           -0.9598            0.0000           91.1467
       19800.00          373.2657           65.6453           -2.9938            0.0000           62.6515
       19850.00          436.1536           76.7053           -3.3599            0.0000           73.3454
       19900.00          414.4108           72.8814           -2.9613            0.0000           69.9201
       19950.00          435.6257           76.6124           -3.0088            0.0000           73.6036
       20000.00          372.1394           65.4472           -2.8852            0.0000           62.5620
       20050.00          390.3250           68.6455           -2.0447            0.0000           66.6008
       20100.00          550.9862           96.9006           -2.8402            0.0000           94.0604
       20150.00          497.8492           87.5555           -1.2871            0.0000           86.2684
       20200.00          393.7672           69.2509           -2.5101            0.0000           66.7407
       20250.00          468.1571           82.3336           -3.0214            0.0000           79.3122
       20300.00          446.1004           78.4546           -2.1792            0.0000           76.2754
       20350.00          517.2077           90.9601           -3.3083            0.0000           87.6518
       20400.00          357.8590           62.9358           -0.0657            0.0000           62.8701
       20450.00          384.1930           67.5671           -3.4217            0.0000           64.1454
       20500.00          433.5427           76.2461           -2.9146            0.0000           73.3315
       20550.00          389.7309           68.5410           -2.8241            0.0000           65.7169
       20600.00          447.1862           78.6456           -2.4111            0.0000           76.2344
       20650.00          443.9977           78.0848           -2.2025            0.0000           75.8823
       20700.00          422.3789           74.2827           -3.3870            0.0000           70.8957
       20750.00          414.5429           72.9047           -2.2503            0.0000           70.6543
       20800.00          379.0870           66.6691           -2.4026            0.0000           64.2665
       20850.00          428.0742           75.2844           -3.6017            0.0000           71.6827
       20900.00          413.1651           72.6623           -2.3461            0.0000           70.3162
       20950.00          436.5728           76.7790           -2.1930            0.0000           74.5860
       21000.00          451.0672           79.3281           -2.7032            0.0000           76.6249
       21050.00          387.5117           68.1507           -2.5550            0.0000           65.5957
       21100.00          430.6131           75.7309           -2.1050            0.0000           73.6259
       21150.00          448.2740           78.8368           -3.3462            0.0000           75.4907
